Epoch 1, Loss: 1.2266062498092651
Epoch 2, Loss: 1.2046467065811157
Epoch 3, Loss: 1.3724130392074585
Epoch 4, Loss: 1.324091911315918
Epoch 5, Loss: 1.059535026550293
Epoch 6, Loss: 0.8073298096656799
Epoch 7, Loss: 0.9334712028503418
Epoch 8, Loss: 0.9006323218345642
Epoch 9, Loss: 0.9266312718391418
Epoch 10, Loss: 0.7049709558486938
Epoch 11, Loss: 0.70469069480896
